invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_amount
I936118,C229670,MALE,22,Food & Beverage,3,15.69,Cash,19-02-2023,Istinye Park,47.07
I242648,C269986,MALE,39,Food & Beverage,1,5.23,Cash,22-06-2022,Metrocity,5.23
I725938,C191300,MALE,26,Cosmetics,3,121.98,Debit Card,16-10-2022,Metropol AVM,365.94
I299480,C167158,MALE,44,Shoes,2,1200.34,Credit Card,09-12-2022,Metrocity,2400.68
I311052,C556552,FEMALE,51,Clothing,4,1200.32,Cash,20-11-2021,Cevahir AVM,4801.28
I293208,C103073,MALE,61,Shoes,1,600.17,Cash,07-02-2022,Mall of Istanbul,600.17
I251779,C555827,MALE,55,Toys,5,179.2,Debit Card,12-03-2022,Zorlu Center,896
I843249,C211245,MALE,53,Cosmetics,4,162.64,Cash,04-01-2021,Kanyon,650.56
I230701,C339339,MALE,34,Clothing,2,600.16,Credit Card,19-02-2023,Emaar Square Mall,1200.32
I111055,C474896,MALE,68,Technology,1,1050,Credit Card,26-08-2022,Mall of Istanbul,1050
I570709,C140082,MALE,58,Shoes,1,600.17,Debit Card,08-09-2021,Cevahir AVM,600.17
I251307,C240510,MALE,58,Shoes,1,600.17,Debit Card,01-01-2022,Mall of Istanbul,600.17
I117277,C292758,MALE,47,Clothing,1,300.08,Credit Card,11-01-2023,Istinye Park,300.08
I222401,C305749,MALE,56,Food & Beverage,5,26.15,Cash,22-05-2021,Viaport Outlet,130.75
I263185,C316261,MALE,33,Clothing,5,1500.4,Cash,09-03-2021,Kanyon,7502
I137332,C205731,MALE,50,Shoes,4,2400.68,Cash,03-05-2021,Istinye Park,9602.72
I127930,C576719,MALE,54,Clothing,1,300.08,Cash,15-11-2022,Kanyon,300.08
I258931,C254022,MALE,19,Cosmetics,3,121.98,Credit Card,20-10-2021,Emaar Square Mall,365.94
I234673,C245349,MALE,69,Food & Beverage,4,20.92,Credit Card,08-07-2021,Metropol AVM,83.68
I201131,C363987,MALE,62,Clothing,1,300.08,Cash,25-10-2022,Cevahir AVM,300.08
I251311,C145797,MALE,40,Shoes,4,2400.68,Credit Card,29-04-2022,Emaar Square Mall,9602.72
I437948,C141984,MALE,26,Food & Beverage,5,26.15,Cash,22-08-2022,Metrocity,130.75
I332361,C296477,MALE,42,Clothing,3,900.24,Cash,18-01-2022,Kanyon,2700.72
I317628,C134069,MALE,33,Food & Beverage,3,15.69,Credit Card,11-09-2021,Mall of Istanbul,47.07
I742907,C186098,MALE,62,Clothing,1,300.08,Cash,22-09-2021,Metropol AVM,300.08
I271714,C285261,MALE,26,Toys,1,35.84,Cash,20-03-2021,Emaar Square Mall,35.84
I457421,C214662,MALE,48,Cosmetics,4,162.64,Cash,28-08-2022,Kanyon,650.56
I254528,C339565,MALE,58,Cosmetics,4,162.64,Cash,04-11-2021,Mall of Istanbul,650.56
I207643,C190917,MALE,30,Toys,1,35.84,Cash,28-02-2022,Mall of Istanbul,35.84
I305024,C279747,MALE,55,Clothing,4,1200.32,Credit Card,07-07-2021,Kanyon,4801.28
I205336,C331127,MALE,32,Cosmetics,1,40.66,Cash,01-02-2023,Istinye Park,40.66
I231029,C113739,MALE,38,Clothing,4,1200.32,Cash,18-01-2023,Istinye Park,4801.28
I225327,C190794,MALE,61,Cosmetics,2,81.32,Cash,19-08-2022,Cevahir AVM,162.64
I323785,C501563,MALE,25,Toys,2,71.68,Cash,08-01-2021,Kanyon,143.36
I808238,C336400,MALE,25,Shoes,2,1200.34,Credit Card,14-07-2022,Mall of Istanbul,2400.68
I241690,C270340,MALE,56,Souvenir,2,23.46,Credit Card,14-06-2022,Kanyon,46.92
I643231,C330141,MALE,29,Toys,4,143.36,Cash,03-02-2021,Kanyon,573.44
I142245,C785507,MALE,43,Cosmetics,3,121.98,Debit Card,01-12-2022,Zorlu Center,365.94
I277462,C709370,MALE,33,Clothing,2,600.16,Cash,22-09-2021,Metrocity,1200.32
I254721,C282520,MALE,44,Clothing,5,1500.4,Debit Card,27-09-2021,Kanyon,7502
I279088,C140543,MALE,60,Technology,3,3150,Credit Card,30-07-2021,Metrocity,9450
I613381,C285587,MALE,47,Clothing,1,300.08,Cash,08-02-2021,Mall of Istanbul,300.08
I318282,C121510,MALE,63,Souvenir,2,23.46,Credit Card,12-01-2021,Metrocity,46.92
I212833,C331382,MALE,64,Cosmetics,2,81.32,Cash,29-04-2021,Metrocity,162.64
I326146,C554087,MALE,51,Clothing,2,600.16,Cash,01-07-2021,Metropol AVM,1200.32
I169684,C226252,MALE,21,Food & Beverage,1,5.23,Debit Card,28-07-2021,Zorlu Center,5.23
I940151,C246136,MALE,34,Food & Beverage,3,15.69,Credit Card,20-09-2021,Mall of Istanbul,47.07
I266121,C198568,MALE,47,Clothing,4,1200.32,Cash,05-01-2022,Kanyon,4801.28
I831916,C215210,MALE,42,Clothing,5,1500.4,Debit Card,24-09-2021,Mall of Istanbul,7502
I180372,C271571,MALE,49,Souvenir,5,58.65,Cash,13-09-2022,Forum Istanbul,293.25
I296369,C294604,MALE,27,Food & Beverage,1,5.23,Cash,24-02-2021,Kanyon,5.23
I333045,C235178,MALE,42,Clothing,1,300.08,Credit Card,09-12-2022,Kanyon,300.08
I131869,C267843,MALE,58,Food & Beverage,1,5.23,Debit Card,29-01-2023,Kanyon,5.23
I713258,C219983,MALE,23,Clothing,3,900.24,Cash,03-01-2021,Kanyon,2700.72
I191531,C506663,MALE,31,Shoes,3,1800.51,Cash,20-12-2022,Metrocity,5401.53
I210803,C781893,MALE,19,Clothing,4,1200.32,Credit Card,17-09-2022,Metrocity,4801.28
I209258,C328444,MALE,68,Cosmetics,5,203.3,Cash,07-07-2022,Metrocity,1016.5
I169548,C307592,MALE,44,Clothing,5,1500.4,Credit Card,15-09-2022,Mall of Istanbul,7502
I261374,C204164,MALE,45,Toys,2,71.68,Debit Card,23-04-2021,Istinye Park,143.36
I273820,C339648,MALE,30,Food & Beverage,4,20.92,Credit Card,02-12-2022,Cevahir AVM,83.68
I190006,C230120,MALE,39,Cosmetics,1,40.66,Debit Card,13-09-2021,Metrocity,40.66
I183583,C201255,MALE,49,Cosmetics,1,40.66,Cash,11-06-2022,Forum Istanbul,40.66
I135098,C322924,MALE,18,Clothing,5,1500.4,Cash,09-09-2022,Kanyon,7502
I289516,C280253,MALE,43,Clothing,5,1500.4,Credit Card,04-11-2021,Zorlu Center,7502
I188382,C169477,MALE,54,Clothing,1,300.08,Cash,14-03-2021,Emaar Square Mall,300.08
I749173,C131819,MALE,43,Shoes,4,2400.68,Credit Card,23-07-2022,Mall of Istanbul,9602.72
I752413,C442324,MALE,44,Clothing,3,900.24,Credit Card,13-10-2021,Mall of Istanbul,2700.72
I254886,C114347,MALE,36,Technology,2,2100,Debit Card,31-08-2021,Mall of Istanbul,4200
I251184,C259884,MALE,58,Cosmetics,5,203.3,Credit Card,03-12-2021,Metrocity,1016.5
I338411,C884264,MALE,60,Books,5,75.75,Credit Card,17-01-2023,Mall of Istanbul,378.75
I716822,C146582,MALE,25,Food & Beverage,5,26.15,Credit Card,05-06-2021,Mall of Istanbul,130.75
I267714,C297404,MALE,30,Clothing,4,1200.32,Cash,20-03-2021,Kanyon,4801.28
I268823,C230543,MALE,30,Clothing,1,300.08,Debit Card,08-02-2023,Istinye Park,300.08
I325587,C295864,MALE,33,Food & Beverage,1,5.23,Cash,28-07-2021,Viaport Outlet,5.23
I112845,C323307,MALE,69,Cosmetics,5,203.3,Cash,13-10-2021,Metrocity,1016.5
I206246,C506887,MALE,27,Food & Beverage,5,26.15,Cash,04-12-2021,Kanyon,130.75
I236100,C330221,MALE,64,Food & Beverage,3,15.69,Credit Card,18-09-2021,Mall of Istanbul,47.07
I298339,C336104,MALE,59,Food & Beverage,1,5.23,Debit Card,12-06-2021,Mall of Istanbul,5.23
I863565,C128312,MALE,25,Cosmetics,5,203.3,Cash,28-03-2021,Viaport Outlet,1016.5
I297768,C310310,MALE,56,Clothing,4,1200.32,Cash,06-11-2021,Istinye Park,4801.28
I204541,C354331,MALE,29,Toys,4,143.36,Cash,05-07-2021,Kanyon,573.44
I528108,C131221,MALE,24,Books,1,15.15,Debit Card,16-10-2022,Metropol AVM,15.15
I109605,C207415,MALE,43,Cosmetics,3,121.98,Debit Card,27-10-2021,Mall of Istanbul,365.94
I202868,C254007,MALE,30,Clothing,2,600.16,Debit Card,27-02-2022,Kanyon,1200.32
I551504,C587022,MALE,33,Shoes,1,600.17,Debit Card,30-03-2022,Zorlu Center,600.17
I834928,C242182,MALE,56,Clothing,5,1500.4,Debit Card,10-08-2022,Emaar Square Mall,7502
I161868,C333202,MALE,29,Food & Beverage,5,26.15,Debit Card,17-03-2021,Emaar Square Mall,130.75
I227368,C147456,MALE,44,Clothing,2,600.16,Cash,10-08-2022,Mall of Istanbul,1200.32
I925190,C248510,MALE,58,Clothing,5,1500.4,Cash,04-02-2021,Metrocity,7502
I126253,C732384,MALE,24,Clothing,5,1500.4,Debit Card,02-02-2021,Metrocity,7502
I270096,C660491,MALE,66,Food & Beverage,2,10.46,Credit Card,03-05-2022,Metropol AVM,20.92
I557757,C323696,MALE,59,Food & Beverage,1,5.23,Cash,27-08-2021,Kanyon,5.23
I377607,C274788,MALE,69,Souvenir,5,58.65,Credit Card,11-01-2022,Metrocity,293.25
I322886,C289495,MALE,39,Technology,3,3150,Cash,07-01-2022,Istinye Park,9450
I326712,C226996,MALE,30,Clothing,2,600.16,Cash,05-05-2021,Metropol AVM,1200.32
I148642,C158270,MALE,52,Clothing,1,300.08,Credit Card,20-04-2021,Mall of Istanbul,300.08
I103072,C170969,MALE,20,Cosmetics,4,162.64,Cash,04-04-2022,Forum Istanbul,650.56
I971862,C219304,MALE,45,Clothing,3,900.24,Cash,06-11-2022,Kanyon,2700.72
I274610,C391672,MALE,61,Souvenir,3,35.19,Cash,15-01-2022,Metrocity,105.57
I237899,C820137,MALE,67,Cosmetics,4,162.64,Debit Card,01-05-2021,Zorlu Center,650.56
I102481,C521673,MALE,66,Shoes,4,2400.68,Credit Card,22-04-2022,Kanyon,9602.72
I411189,C743273,MALE,69,Food & Beverage,3,15.69,Credit Card,08-02-2021,Metrocity,47.07
I179619,C423734,MALE,47,Toys,3,107.52,Cash,11-10-2022,Metrocity,322.56
I229909,C139077,MALE,43,Clothing,5,1500.4,Cash,10-05-2022,Viaport Outlet,7502
I472142,C842431,MALE,55,Shoes,1,600.17,Cash,04-08-2021,Cevahir AVM,600.17
I184289,C102301,MALE,25,Toys,2,71.68,Credit Card,18-09-2022,Metrocity,143.36
I201268,C649525,MALE,64,Souvenir,1,11.73,Cash,31-05-2022,Kanyon,11.73
I278596,C290548,MALE,43,Clothing,3,900.24,Cash,12-05-2021,Mall of Istanbul,2700.72
I189797,C245539,MALE,66,Clothing,3,900.24,Debit Card,22-10-2021,Metropol AVM,2700.72
I169324,C152098,MALE,51,Food & Beverage,3,15.69,Cash,14-03-2022,Emaar Square Mall,47.07
I186033,C766767,MALE,67,Books,5,75.75,Cash,12-01-2023,Kanyon,378.75
I307337,C322195,MALE,54,Shoes,3,1800.51,Debit Card,25-02-2023,Metropol AVM,5401.53
I713320,C189364,MALE,29,Technology,1,1050,Debit Card,23-11-2021,Zorlu Center,1050
I202249,C614595,MALE,24,Souvenir,4,46.92,Cash,30-10-2022,Istinye Park,187.68
I910927,C300832,MALE,37,Clothing,3,900.24,Credit Card,16-01-2023,Kanyon,2700.72
I264725,C143781,MALE,28,Toys,1,35.84,Credit Card,15-07-2022,Mall of Istanbul,35.84
I291281,C285797,MALE,45,Technology,1,1050,Credit Card,14-04-2022,Metropol AVM,1050
I211823,C270543,MALE,23,Clothing,5,1500.4,Debit Card,16-03-2021,Zorlu Center,7502
I160370,C102275,MALE,41,Clothing,1,300.08,Credit Card,07-02-2022,Metrocity,300.08
I275001,C162681,MALE,51,Toys,4,143.36,Debit Card,04-05-2022,Cevahir AVM,573.44
I129187,C716629,MALE,49,Cosmetics,2,81.32,Cash,06-08-2022,Forum Istanbul,162.64
I292336,C512978,MALE,45,Clothing,4,1200.32,Cash,09-05-2022,Forum Istanbul,4801.28
I122881,C289069,MALE,33,Cosmetics,5,203.3,Cash,22-05-2021,Forum Istanbul,1016.5
I110467,C155221,MALE,40,Clothing,1,300.08,Cash,08-10-2022,Mall of Istanbul,300.08
I316054,C251062,MALE,60,Clothing,5,1500.4,Debit Card,13-10-2022,Kanyon,7502
I125636,C987230,MALE,68,Books,1,15.15,Debit Card,16-05-2021,Kanyon,15.15
I278935,C203598,MALE,27,Toys,2,71.68,Cash,14-12-2022,Cevahir AVM,143.36
I214040,C270797,MALE,59,Shoes,4,2400.68,Credit Card,16-11-2022,Istinye Park,9602.72
I135338,C249974,MALE,62,Clothing,1,300.08,Credit Card,19-10-2022,Viaport Outlet,300.08
I103926,C132495,MALE,32,Cosmetics,2,81.32,Credit Card,17-08-2022,Emaar Square Mall,162.64
I200763,C304747,MALE,47,Cosmetics,2,81.32,Debit Card,23-12-2021,Kanyon,162.64
I140666,C494615,MALE,33,Food & Beverage,3,15.69,Cash,02-08-2021,Metrocity,47.07
I335039,C209245,MALE,36,Souvenir,1,11.73,Cash,09-05-2022,Istinye Park,11.73
I375865,C130895,MALE,64,Clothing,3,900.24,Credit Card,30-05-2022,Kanyon,2700.72
I246910,C156004,MALE,32,Books,2,30.3,Cash,12-02-2022,Istinye Park,60.6
I172592,C269506,MALE,66,Shoes,3,1800.51,Cash,05-07-2021,Zorlu Center,5401.53
I197048,C127041,MALE,52,Clothing,1,300.08,Cash,22-10-2022,Istinye Park,300.08
I255738,C108367,MALE,52,Food & Beverage,3,15.69,Debit Card,12-04-2022,Kanyon,47.07
I309846,C191673,MALE,43,Clothing,3,900.24,Cash,27-02-2021,Mall of Istanbul,2700.72
I230210,C979970,MALE,41,Cosmetics,1,40.66,Cash,31-03-2021,Cevahir AVM,40.66
I701994,C289614,MALE,31,Food & Beverage,1,5.23,Cash,09-02-2023,Forum Istanbul,5.23
I233553,C264659,MALE,21,Cosmetics,3,121.98,Cash,26-03-2022,Metrocity,365.94
I107367,C773134,MALE,42,Clothing,3,900.24,Cash,21-01-2021,Metrocity,2700.72
I240053,C433673,MALE,50,Cosmetics,1,40.66,Credit Card,22-05-2022,Metrocity,40.66
I304483,C193793,MALE,23,Toys,5,179.2,Cash,05-03-2022,Viaport Outlet,896
I110493,C320229,MALE,67,Books,2,30.3,Debit Card,20-04-2021,Mall of Istanbul,60.6
I225893,C245407,MALE,53,Souvenir,4,46.92,Credit Card,10-04-2021,Emaar Square Mall,187.68
I462596,C269497,MALE,32,Food & Beverage,5,26.15,Debit Card,25-05-2022,Metrocity,130.75
I990095,C190709,MALE,43,Shoes,2,1200.34,Debit Card,26-12-2022,Mall of Istanbul,2400.68
I177064,C593370,MALE,30,Food & Beverage,4,20.92,Debit Card,21-12-2022,Mall of Istanbul,83.68
I259581,C791362,MALE,61,Clothing,4,1200.32,Credit Card,19-03-2021,Kanyon,4801.28
I272468,C132400,MALE,44,Clothing,5,1500.4,Cash,30-08-2022,Zorlu Center,7502
I539167,C205165,MALE,23,Toys,3,107.52,Cash,16-12-2021,Zorlu Center,322.56
I307328,C174747,MALE,37,Clothing,1,300.08,Cash,14-05-2022,Mall of Istanbul,300.08
I316501,C249906,MALE,33,Shoes,4,2400.68,Cash,13-11-2022,Mall of Istanbul,9602.72
I105482,C129846,MALE,18,Clothing,5,1500.4,Cash,17-08-2021,Mall of Istanbul,7502
I323413,C266213,MALE,34,Clothing,1,300.08,Debit Card,09-01-2022,Kanyon,300.08
I193060,C219791,MALE,38,Toys,5,179.2,Credit Card,18-05-2022,Mall of Istanbul,896
I255430,C981925,MALE,51,Cosmetics,3,121.98,Debit Card,13-02-2023,Mall of Istanbul,365.94
I165932,C237757,MALE,44,Cosmetics,3,121.98,Credit Card,04-03-2023,Cevahir AVM,365.94
I123656,C238083,MALE,64,Clothing,2,600.16,Cash,21-04-2022,Kanyon,1200.32
I177444,C179915,MALE,40,Clothing,3,900.24,Debit Card,09-01-2023,Emaar Square Mall,2700.72
I103907,C280853,MALE,56,Clothing,4,1200.32,Cash,04-10-2022,Forum Istanbul,4801.28
I478092,C606953,MALE,66,Souvenir,2,23.46,Cash,18-03-2021,Kanyon,46.92
I107322,C920331,MALE,27,Clothing,2,600.16,Credit Card,21-10-2022,Mall of Istanbul,1200.32
I335770,C336888,MALE,57,Cosmetics,1,40.66,Debit Card,08-10-2022,Forum Istanbul,40.66
I273054,C148034,MALE,43,Food & Beverage,5,26.15,Debit Card,26-04-2021,Metropol AVM,130.75
I270709,C632826,MALE,41,Clothing,2,600.16,Credit Card,01-10-2021,Istinye Park,1200.32
I613571,C246847,MALE,56,Clothing,3,900.24,Cash,19-01-2022,Mall of Istanbul,2700.72
I306290,C125304,MALE,59,Clothing,2,600.16,Cash,02-02-2022,Mall of Istanbul,1200.32
I321342,C831048,MALE,23,Clothing,1,300.08,Credit Card,02-03-2022,Kanyon,300.08
I273975,C208819,MALE,50,Cosmetics,5,203.3,Credit Card,01-03-2021,Emaar Square Mall,1016.5
I223697,C237182,MALE,62,Cosmetics,3,121.98,Debit Card,25-04-2021,Istinye Park,365.94
I117673,C191057,MALE,37,Food & Beverage,4,20.92,Debit Card,08-03-2022,Istinye Park,83.68
I125122,C118689,MALE,51,Shoes,4,2400.68,Cash,19-07-2022,Cevahir AVM,9602.72
I898132,C210393,MALE,30,Clothing,2,600.16,Cash,12-11-2021,Mall of Istanbul,1200.32
I144412,C261316,MALE,32,Cosmetics,1,40.66,Cash,07-03-2023,Metrocity,40.66
I203031,C748439,MALE,31,Books,5,75.75,Cash,14-04-2021,Mall of Istanbul,378.75
I293034,C220780,MALE,24,Food & Beverage,4,20.92,Cash,16-09-2021,Mall of Istanbul,83.68
I252678,C126392,MALE,25,Food & Beverage,2,10.46,Cash,24-04-2021,Istinye Park,20.92
I213167,C111668,MALE,25,Clothing,1,300.08,Credit Card,28-07-2021,Mall of Istanbul,300.08
I127144,C195508,MALE,18,Souvenir,1,11.73,Debit Card,03-11-2022,Mall of Istanbul,11.73
I269024,C278483,MALE,49,Clothing,1,300.08,Debit Card,12-08-2022,Kanyon,300.08
I264126,C158261,MALE,21,Food & Beverage,2,10.46,Cash,28-04-2022,Metrocity,20.92
I140362,C102607,MALE,38,Technology,2,2100,Debit Card,24-10-2021,Metrocity,4200
I617893,C808112,MALE,65,Clothing,5,1500.4,Cash,18-07-2022,Metrocity,7502
I740038,C213718,MALE,34,Clothing,1,300.08,Debit Card,14-12-2022,Metropol AVM,300.08
I230886,C193813,MALE,33,Cosmetics,3,121.98,Cash,17-06-2022,Mall of Istanbul,365.94
I150266,C297748,MALE,37,Toys,5,179.2,Cash,20-11-2022,Kanyon,896
I339115,C678680,MALE,69,Clothing,4,1200.32,Credit Card,27-03-2021,Metrocity,4801.28
I151425,C110568,MALE,26,Clothing,5,1500.4,Credit Card,12-05-2022,Emaar Square Mall,7502
I221786,C314993,MALE,61,Clothing,4,1200.32,Credit Card,15-04-2021,Metropol AVM,4801.28
I752293,C211763,MALE,63,Clothing,4,1200.32,Cash,02-03-2023,Zorlu Center,4801.28
I286110,C281244,MALE,60,Clothing,4,1200.32,Credit Card,11-12-2022,Metropol AVM,4801.28
I214882,C582997,MALE,34,Souvenir,2,23.46,Credit Card,07-08-2022,Kanyon,46.92
I178412,C108007,MALE,49,Shoes,5,3000.85,Debit Card,23-11-2022,Metropol AVM,15004.25
I261248,C104963,MALE,69,Souvenir,1,11.73,Cash,26-02-2021,Zorlu Center,11.73
I147152,C286640,MALE,66,Books,1,15.15,Cash,18-04-2021,Kanyon,15.15
I531648,C156880,MALE,23,Clothing,3,900.24,Cash,08-10-2022,Mall of Istanbul,2700.72
I331938,C864800,MALE,24,Cosmetics,1,40.66,Debit Card,14-07-2022,Metrocity,40.66
I894668,C253252,MALE,52,Technology,1,1050,Credit Card,12-09-2022,Metrocity,1050
I163001,C592891,MALE,56,Cosmetics,3,121.98,Cash,19-06-2021,Metrocity,365.94
I238537,C618494,MALE,42,Clothing,1,300.08,Cash,05-05-2021,Forum Istanbul,300.08
I339998,C299567,MALE,34,Food & Beverage,3,15.69,Credit Card,17-11-2022,Zorlu Center,47.07
I998832,C257559,MALE,23,Souvenir,2,23.46,Credit Card,21-02-2021,Metrocity,46.92
I228888,C261635,MALE,33,Technology,1,1050,Cash,18-12-2022,Kanyon,1050
I304606,C316806,MALE,64,Clothing,4,1200.32,Cash,07-03-2023,Metrocity,4801.28
I181621,C112446,MALE,30,Books,3,45.45,Debit Card,03-03-2022,Cevahir AVM,136.35
I339366,C480735,MALE,52,Clothing,5,1500.4,Cash,08-06-2021,Forum Istanbul,7502
I317066,C127551,MALE,50,Clothing,1,300.08,Credit Card,04-01-2022,Metropol AVM,300.08
I907323,C794449,MALE,28,Cosmetics,3,121.98,Cash,06-09-2021,Metropol AVM,365.94
I337976,C335131,MALE,64,Food & Beverage,1,5.23,Credit Card,26-10-2021,Mall of Istanbul,5.23
I231403,C230619,MALE,64,Cosmetics,5,203.3,Cash,06-02-2023,Mall of Istanbul,1016.5
I317840,C296318,MALE,49,Clothing,2,600.16,Cash,10-02-2023,Kanyon,1200.32
I120560,C291970,MALE,37,Clothing,3,900.24,Cash,28-12-2022,Metropol AVM,2700.72
I208105,C524507,MALE,52,Clothing,3,900.24,Credit Card,26-10-2021,Istinye Park,2700.72
I146548,C205178,MALE,30,Clothing,4,1200.32,Cash,19-07-2022,Metropol AVM,4801.28
I115242,C264585,MALE,52,Clothing,4,1200.32,Debit Card,01-11-2022,Istinye Park,4801.28
I761759,C145059,MALE,32,Toys,2,71.68,Credit Card,06-09-2021,Mall of Istanbul,143.36
I278595,C158616,MALE,40,Food & Beverage,3,15.69,Credit Card,09-06-2021,Emaar Square Mall,47.07
I187777,C710954,MALE,39,Clothing,3,900.24,Credit Card,30-04-2021,Zorlu Center,2700.72
I214442,C539840,MALE,19,Cosmetics,3,121.98,Debit Card,15-07-2021,Kanyon,365.94
I124379,C898202,MALE,63,Books,3,45.45,Credit Card,15-10-2021,Metrocity,136.35
I221646,C320598,MALE,68,Clothing,1,300.08,Debit Card,15-02-2021,Metrocity,300.08
I209913,C339508,MALE,23,Books,2,30.3,Credit Card,28-09-2022,Emaar Square Mall,60.6
I113342,C238833,MALE,22,Clothing,4,1200.32,Credit Card,31-01-2022,Forum Istanbul,4801.28
I241628,C512698,MALE,59,Cosmetics,3,121.98,Credit Card,17-03-2021,Metropol AVM,365.94
I312437,C618730,MALE,20,Clothing,5,1500.4,Credit Card,13-05-2021,Emaar Square Mall,7502
I730781,C304326,MALE,34,Clothing,5,1500.4,Debit Card,31-03-2022,Istinye Park,7502
I299140,C339114,MALE,61,Shoes,5,3000.85,Cash,28-06-2022,Metropol AVM,15004.25
I980023,C120118,MALE,55,Cosmetics,5,203.3,Credit Card,20-01-2023,Metrocity,1016.5
I178572,C287355,MALE,43,Food & Beverage,1,5.23,Cash,06-05-2021,Metrocity,5.23
I266960,C109885,MALE,49,Souvenir,5,58.65,Cash,10-05-2022,Metropol AVM,293.25
I225839,C838257,MALE,63,Cosmetics,2,81.32,Debit Card,28-12-2022,Zorlu Center,162.64
I756230,C846690,MALE,36,Toys,3,107.52,Debit Card,26-12-2021,Istinye Park,322.56
I232626,C176854,MALE,45,Cosmetics,3,121.98,Credit Card,20-02-2021,Emaar Square Mall,365.94
I291779,C184727,MALE,67,Clothing,2,600.16,Cash,21-10-2021,Viaport Outlet,1200.32
I364470,C162162,MALE,30,Shoes,2,1200.34,Cash,24-01-2023,Istinye Park,2400.68
I592896,C108465,MALE,35,Clothing,4,1200.32,Debit Card,05-02-2021,Zorlu Center,4801.28
I639644,C682985,MALE,54,Clothing,2,600.16,Debit Card,23-07-2022,Kanyon,1200.32
I148485,C309367,MALE,20,Food & Beverage,1,5.23,Cash,15-02-2021,Metropol AVM,5.23
I185724,C175732,MALE,31,Toys,1,35.84,Cash,27-04-2021,Istinye Park,35.84
I222357,C249679,MALE,47,Souvenir,1,11.73,Cash,15-08-2022,Metropol AVM,11.73
I270546,C194974,MALE,47,Cosmetics,4,162.64,Cash,14-06-2022,Kanyon,650.56
I891663,C128277,MALE,48,Cosmetics,5,203.3,Credit Card,24-12-2022,Cevahir AVM,1016.5
I162663,C502572,MALE,35,Shoes,3,1800.51,Credit Card,03-01-2022,Metrocity,5401.53
I163500,C280866,MALE,59,Shoes,5,3000.85,Debit Card,30-07-2022,Kanyon,15004.25
I977597,C919190,MALE,29,Cosmetics,1,40.66,Credit Card,05-12-2022,Mall of Istanbul,40.66
I259858,C316015,MALE,23,Clothing,4,1200.32,Cash,27-11-2021,Mall of Istanbul,4801.28
I309383,C716683,MALE,29,Cosmetics,4,162.64,Debit Card,22-10-2021,Istinye Park,650.56
I296120,C750093,MALE,34,Clothing,2,600.16,Cash,10-02-2023,Metrocity,1200.32
I300868,C311482,MALE,61,Technology,3,3150,Cash,28-01-2021,Metropol AVM,9450
I208560,C209723,MALE,58,Cosmetics,5,203.3,Cash,23-11-2021,Istinye Park,1016.5
I223532,C160421,MALE,23,Toys,5,179.2,Credit Card,22-09-2021,Istinye Park,896
I236697,C162397,MALE,36,Shoes,3,1800.51,Cash,24-02-2021,Metropol AVM,5401.53
I780362,C271866,MALE,39,Cosmetics,1,40.66,Debit Card,12-06-2021,Metrocity,40.66
I311659,C164577,MALE,65,Food & Beverage,3,15.69,Debit Card,19-07-2022,Metropol AVM,47.07
I279882,C240837,MALE,66,Cosmetics,5,203.3,Debit Card,03-06-2022,Metropol AVM,1016.5
I324650,C159771,MALE,52,Souvenir,1,11.73,Cash,20-08-2022,Kanyon,11.73
I760012,C126598,MALE,33,Shoes,5,3000.85,Cash,06-02-2022,Forum Istanbul,15004.25
I139536,C882358,MALE,63,Food & Beverage,2,10.46,Debit Card,09-11-2021,Mall of Istanbul,20.92
I587552,C110267,MALE,23,Clothing,4,1200.32,Debit Card,25-03-2022,Kanyon,4801.28
I170036,C176312,MALE,38,Souvenir,3,35.19,Cash,17-08-2021,Metropol AVM,105.57
I135321,C863183,MALE,57,Food & Beverage,1,5.23,Cash,05-08-2021,Mall of Istanbul,5.23
I679052,C294679,MALE,21,Cosmetics,2,81.32,Cash,15-12-2021,Mall of Istanbul,162.64
I419999,C317223,MALE,34,Food & Beverage,4,20.92,Credit Card,05-08-2022,Forum Istanbul,83.68
I144681,C208844,MALE,69,Toys,1,35.84,Credit Card,18-09-2022,Emaar Square Mall,35.84
I252554,C130720,MALE,66,Cosmetics,2,81.32,Credit Card,19-08-2021,Emaar Square Mall,162.64
I212186,C222250,MALE,36,Food & Beverage,3,15.69,Credit Card,15-02-2021,Kanyon,47.07
I251648,C200881,MALE,53,Shoes,3,1800.51,Cash,29-05-2021,Kanyon,5401.53
I156107,C164916,MALE,66,Cosmetics,1,40.66,Credit Card,14-07-2021,Istinye Park,40.66
I139920,C229001,MALE,50,Food & Beverage,5,26.15,Credit Card,27-09-2022,Metropol AVM,130.75
I289344,C197522,MALE,39,Cosmetics,4,162.64,Credit Card,17-01-2023,Emaar Square Mall,650.56
I281376,C299443,MALE,64,Shoes,4,2400.68,Credit Card,07-10-2021,Mall of Istanbul,9602.72
I169319,C151752,MALE,22,Books,4,60.6,Debit Card,03-06-2022,Metropol AVM,242.4
I227550,C212483,MALE,52,Toys,5,179.2,Cash,12-12-2022,Metrocity,896
I223232,C523660,MALE,42,Clothing,1,300.08,Cash,25-08-2022,Metrocity,300.08
I161152,C432354,MALE,55,Cosmetics,2,81.32,Cash,11-02-2021,Mall of Istanbul,162.64
I395632,C183706,MALE,63,Toys,2,71.68,Cash,14-05-2022,Kanyon,143.36
